CHANNEL,INPUT [mV]
1765,2071.628
1766,2072.803
1767,2073.978
1768,2075.153
1769,2076.328
1770,2077.503
1771,2078.678
1772,2079.853
1773,2081.028
1774,2082.203
1775,2083.378
1776,2084.553
1777,2085.728
1778,2086.903
1779,2088.078
1780,2089.253
1781,2090.429
1782,2091.604
1783,2092.779
1784,2093.954
1785,2095.129
1786,2096.304
1787,2097.479
1788,2098.654
1789,2099.829
1790,2101.004
1791,2102.179
1792,2103.354
1793,2104.529
1794,2105.704
1795,2106.879
1796,2108.054
1797,2109.229
1798,2110.404
1799,2111.579
1800,2112.755
1801,2113.93
1802,2115.105
1803,2116.28
1804,2117.455
1805,2118.63
1806,2119.805
1807,2120.98
1808,2122.155
1809,2123.33
1810,2124.505
1811,2125.68
1812,2126.855
1813,2128.03
1814,2129.205
1815,2130.38
1816,2131.555
1817,2132.73
1818,2133.905
1819,2135.08
1820,2136.256
1821,2137.431
1822,2138.606
1823,2139.781
1824,2140.956
1825,2142.131
1826,2143.306
1827,2144.481
1828,2145.656
1829,2146.831
1830,2148.006
1831,2149.181
1832,2150.356
1833,2151.531
1834,2152.706
1835,2153.881
1836,2155.056
1837,2156.231
1838,2157.406
1839,2158.582
1840,2159.757
1841,2160.932
1842,2162.107
1843,2163.282
1844,2164.457
1845,2165.632
1846,2166.807
1847,2167.982
1848,2169.157
1849,2170.332
1850,2171.507
1851,2172.682
1852,2173.857
1853,2175.032
1854,2176.207
1855,2177.382
1856,2178.557
1857,2179.732
1858,2180.908
1859,2182.083
1860,2183.258
1861,2184.433
1862,2185.608
1863,2186.783
1864,2187.958
1865,2189.133
1866,2190.308
1867,2191.483
1868,2192.658
1869,2193.833
1870,2195.008
1871,2196.183
1872,2197.358
1873,2198.533
1874,2199.708
1875,2200.883
1876,2202.058
1877,2203.234
1878,2204.409
1879,2205.584
1880,2206.759
1881,2207.934
1882,2209.109
1883,2210.284
1884,2211.459
1885,2212.634
1886,2213.809
1887,2214.984
1888,2216.159
1889,2217.334
1890,2218.509
1891,2219.684
1892,2220.859
1893,2222.034
1894,2223.209
1895,2224.384
1896,2225.56
1897,2226.735
1898,2227.91
1899,2229.085
1900,2230.26
1901,2231.435
1902,2232.61
1903,2233.785
1904,2234.96
1905,2236.135
1906,2237.31
1907,2238.485
1908,2239.66
1909,2240.835
1910,2242.01
1911,2243.185
1912,2244.36
1913,2245.535
1914,2246.71
1915,2247.885
1916,2249.061
1917,2250.236
1918,2251.411
1919,2252.586
1920,2253.761
1921,2254.936
1922,2256.111
1923,2257.286
1924,2258.461
1925,2259.636
1926,2260.811
1927,2261.986
1928,2263.161
1929,2264.336
1930,2265.511
1931,2266.686
1932,2267.861
1933,2269.036
1934,2270.211
1935,2271.387
1936,2272.562
1937,2273.737
1938,2274.912
1939,2276.087
1940,2277.262
1941,2278.437
1942,2279.612
1943,2280.787
1944,2281.962
1945,2283.137
1946,2284.312
1947,2285.487
1948,2286.662
1949,2287.837
1950,2289.012
1951,2290.187
1952,2291.362
1953,2292.537
1954,2293.713
1955,2294.888
1956,2296.063
1957,2297.238
1958,2298.413
1959,2299.588
1960,2300.763
1961,2301.938
1962,2303.113
1963,2304.288
1964,2305.463
1965,2306.638
1966,2307.813
1967,2308.988
